RowID;Date/Time;Cogeneration (kWh);Wind (kWh);Photovoltaics (kWh);Hydro (kWh);Other Technologies (kWh);Distribution Network (kWh);temperature_2m (°C);relative_humidity_2m (%);precipitation (mm);rain (mm);snowfall (cm);cloud_cover (%);Wind_Direction_10m;wind_speed_10m (km/h);Wind_Direction_100m;wind_speed_100m (km/h);direct_radiation (W/m²);shortwave_radiation (W/m²);diffuse_radiation (W/m²);direct_normal_irradiance (W/m²);terrestrial_radiation (W/m²);Productions
1216;2024-06-14 11:00:00;63957.625;255364.0;nan;12641.3125;104115.625;470029.5;17.2;89.0;0.5;0.5;0.0;100.0;North;12.9;North;17.6;10.0;179.0;nan;11.8;1126.5;High Production
1217;2024-09-25 08:00:00;79748.25;563182.1875;5830.875;4756.3125;46462.829;699980.454;18.5;;0.1;0.1;;;North;17.7;North;34.5;0.0;26.0;26.0;0.0;266.0;Low Production
1218;2024-08-03 11:00:00;44310.3125;101433.8125;35108.5625;9309.875;123980.19775;314142.76025;27.9;49.0;;;0.0;0.0;South;6.2;;7.7;;779.0;nan;;1061.1;Medium-Low Production
1219;2024-05-21 03:00:00;47240.375;300243.625;0.0625;18258.6875;96913.53825;462656.28825;8.6;100.0;;;0.0;100.0;Northwest;3.1;Northwest;1.6;0.0;0.0;0.0;;0.0;High Production
1220;2024-06-13 23:00:00;50790.875;;0.1875;6172.125;93761.375;;16.3;80.0;;;0.0;100.0;Northwest;4.9;Northwest;;;;0.0;0.0;0.0;High Production
1221;2024-02-24 23:00:00;19816.0;;0.0;42441.5;82171.31374999997;1169380.50125;12.4;94.0;2.0;2.0;0.0;;West;29.4;West;47.8;0.0;0.0;0.0;0.0;0.0;Medium Production
1222;2024-05-25 06:00:00;44848.625;;2159.375;18359.4375;95777.09284375;301912.84284375;11.4;95.0;;;0.0;99.0;Northwest;3.0;Northwest;4.4;0.0;;16.0;0.0;85.6;Medium-Low Production
1223;2024-08-12 10:00:00;49201.6875;;31511.0625;8660.75;107297.2795;287956.4045;;65.0;;;0.0;19.0;South;3.4;South;4.5;352.0;521.0;169.0;;878.9;Medium-Low Production
1224;2024-01-13 17:00:00;7007.5;680748.9375;419.875;43710.9375;76187.25;808074.5;11.4;83.0;0.2;0.2;0.0;99.0;Northeast;11.2;Northeast;22.9;0.0;20.0;20.0;0.0;192.9;Medium-High Production
1225;2024-11-01 13:00:00;58448.25;365365.6875;14197.375;22101.5;;527243.704;20.8;60.0;;;0.0;69.0;;14.6;East;20.3;403.0;515.0;112.0;728.8;768.2;High Production
1226;2024-08-18 07:00:00;37366.0;476469.3125;5602.1875;1932.625;;614072.493;21.2;86.0;;;;58.0;Northwest;9.5;Northwest;;5.0;36.0;31.0;34.2;165.8;Low Production
1227;2024-07-26 13:00:00;59118.125;277314.125;41873.9375;6143.25;;488911.6275;;40.0;;;0.0;;Northwest;12.3;Northwest;15.4;797.0;;110.0;863.8;1223.4;High Production
1228;2024-05-20 09:00:00;61996.0625;;20932.3125;28356.1875;117595.722938;358950.535438;14.3;;;;0.0;26.0;North;1.1;North;1.1;269.0;431.0;162.0;465.7;771.7;High Production
1229;2024-07-06 00:00:00;42274.0;693188.8125;nan;4671.4375;73789.8395;813924.0895;18.1;72.0;;;;0.0;Northwest;9.9;Northwest;19.7;0.0;;0.0;0.0;0.0;Medium-High Production
1230;2024-10-14 23:00:00;60876.5;227120.625;0.0;21159.3125;41542.02600000001;350698.4635;15.1;;;;0.0;100.0;Northwest;3.9;;5.3;0.0;0.0;0.0;;0.0;High Production
1231;2024-03-05 07:00:00;34585.625;143560.4375;1128.3125;46953.625;81634.375;307862.375;4.3;;;;0.0;100.0;South;5.8;;5.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1232;2024-06-06 04:00:00;34105.25;112971.6875;0.0;9988.4375;96256.625;253322.0;13.7;100.0;;;0.0;100.0;;2.2;North;2.3;0.0;0.0;0.0;;0.0;Medium-Low Production
1233;2024-01-14 21:00:00;6708.3125;495489.625;0.0625;47617.5;82493.1875;632308.6875;13.8;96.0;1.4;1.4;;100.0;Northeast;10.5;Northeast;23.7;0.0;0.0;nan;;0.0;Low Production
1234;2024-07-28 09:00:00;nan;102707.75;27767.0625;6974.25;100575.56725;278829.75475;26.4;;;;0.0;97.0;Southeast;0.4;Southeast;0.7;390.0;477.0;87.0;722.9;715.7;Medium-Low Production
1235;2024-06-19 23:00:00;51468.875;311824.3125;nan;5882.9375;91412.5;460588.75;15.1;85.0;;;0.0;4.0;West;11.9;West;25.0;0.0;0.0;0.0;0.0;0.0;High Production
1236;2024-10-22 02:00:00;60394.9375;300772.3125;0.0;15906.3125;40157.66075;417231.22325;11.6;91.0;;;0.0;0.0;Northwest;8.5;Northwest;20.1;0.0;0.0;0.0;0.0;0.0;High Production
1237;2024-11-30 19:00:00;nan;346102.6875;0.0;;46815.43724999999;;;71.0;;;;100.0;West;11.8;West;25.4;0.0;0.0;0.0;0.0;0.0;High Production
1238;2024-11-28 06:00:00;67736.75;823062.75;0.0;14897.0625;47411.01600000003;953107.5785;8.9;77.0;;;0.0;0.0;Northwest;12.2;Northwest;27.5;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1239;2024-09-27 04:00:00;67641.3125;668741.625;0.0;13021.625;41095.34049999999;790499.9029999999;;89.0;0.1;0.1;0.0;81.0;West;6.8;West;;0.0;0.0;0.0;0.0;;Medium-High Production
1240;2024-12-01 07:00:00;69300.5;408955.8125;0.3125;14721.375;47155.983750000014;540133.98375;13.9;82.0;;;0.0;100.0;Northwest;3.5;Northwest;;0.0;0.0;0.0;0.0;0.0;Low Production
1241;2024-03-21 18:00:00;nan;674539.125;909.9375;52504.1875;72523.75;840431.0;21.5;71.0;;;0.0;0.0;Northwest;5.9;;;119.0;176.0;57.0;508.8;322.5;Medium-High Production
1242;2024-06-25 04:00:00;nan;118529.625;0.1875;6709.3125;;248598.375;15.8;99.0;;;0.0;100.0;Northwest;5.9;North;8.0;0.0;0.0;0.0;;0.0;Medium-Low Production
1243;2024-02-29 14:00:00;42420.9375;1229707.625;23766.1875;50834.8125;108291.60075000004;1455021.16325;12.6;60.0;;;0.0;26.0;Northeast;27.8;;39.0;507.0;623.0;116.0;;889.9;Low Production
1244;2024-06-26 18:00:00;52879.625;75440.25;6216.6875;14853.75;91980.375;241370.6875;20.2;77.0;;;0.0;49.0;Southwest;;Southwest;24.5;277.0;369.0;92.0;;607.6;Medium-Low Production
1245;2024-11-07 20:00:00;69535.3125;486938.125;0.0;;46703.50474999999;625032.12975;14.8;93.0;;;0.0;100.0;Northwest;5.6;;13.9;0.0;0.0;0.0;0.0;0.0;Low Production
1246;2024-01-25 00:00:00;10006.4375;188623.1875;0.125;45894.125;85579.4375;330103.3125;8.2;97.0;;;0.0;0.0;Southwest;7.2;Southwest;9.6;0.0;0.0;nan;0.0;0.0;Medium-Low Production
1247;2024-07-31 01:00:00;41850.5;70915.3125;0.0;3973.8125;81277.908;198017.533;;97.0;;;;2.0;;4.4;Southwest;7.8;0.0;0.0;nan;0.0;0.0;Medium-Low Production
1248;2024-03-05 10:00:00;nan;84022.5875;29171.0625;49951.6875;102333.75;306675.0875;10.4;81.0;0.1;;0.0;32.0;South;4.8;South;6.3;231.0;;122.0;546.1;;Medium-Low Production
1249;2024-08-08 10:00:00;55935.375;80938.625;32058.25;6217.1875;107644.82675;282794.26425;25.9;64.0;;;0.0;0.0;Southeast;7.2;Southeast;8.1;526.0;625.0;99.0;786.6;889.7;Medium-Low Production
1250;2024-09-14 19:00:00;77791.375;120486.8125;0.0;2934.5625;43595.70825;244808.45825;19.5;60.0;;;0.0;0.0;Northwest;9.2;Northwest;13.0;12.0;24.0;12.0;;77.7;Medium-Low Production
1251;2024-06-21 06:00:00;57844.375;162436.75;nan;8733.9375;90488.5625;321380.875;12.1;97.0;;;;100.0;Northwest;0.8;Northwest;1.1;12.0;;21.0;104.5;93.1;Medium-Low Production
1252;2024-07-14 03:00:00;38914.75;179418.875;0.0;;77473.91575;300911.04075;13.9;94.0;;;0.0;100.0;Northwest;3.3;North;8.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1253;2024-03-27 04:00:00;27146.8125;1113868.25;0.0;47808.875;76508.0625;1265332.0;9.3;93.0;0.5;0.5;0.0;100.0;Northwest;17.2;North;28.0;0.0;0.0;0.0;0.0;0.0;Medium Production
1254;2024-05-03 20:00:00;55888.4375;638409.6875;0.25;37633.6875;94446.45124999998;826378.5137499999;13.1;89.0;1.3;1.3;0.0;100.0;West;19.6;West;34.6;0.0;2.0;2.0;0.0;50.7;Medium-High Production
1255;2024-07-29 03:00:00;37823.6875;231042.125;0.0;4639.625;78997.45375;352502.89125;22.6;79.0;0.5;0.5;0.0;100.0;West;6.5;West;16.9;0.0;0.0;0.0;0.0;0.0;High Production
1256;2024-09-01 23:00:00;78583.3125;363221.5;0.0;2633.4375;44876.534;489314.784;18.0;90.0;;;0.0;;Northwest;2.5;Northwest;4.5;0.0;0.0;nan;0.0;0.0;High Production
1257;2024-04-14 00:00:00;nan;77486.125;0.0;;77310.0;;14.8;95.0;;;0.0;100.0;West;;;2.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1258;2024-03-26 00:00:00;29295.6875;332943.125;0.125;46140.25;78970.625;487349.8125;3.9;96.0;0.1;0.1;0.0;96.0;Northwest;3.8;;6.7;0.0;0.0;0.0;;;High Production
1259;2024-08-11 21:00:00;38223.0;;0.0;4873.1875;80104.08899999999;460085.714;19.4;87.0;;;0.0;9.0;West;;West;7.0;0.0;0.0;0.0;0.0;;High Production
1260;2024-05-26 21:00:00;41357.25;457218.125;0.0;21636.3125;85313.049;605524.7365;12.9;82.0;;;0.0;3.0;Northwest;;Northwest;21.7;;0.0;0.0;0.0;0.0;Low Production
1261;2024-01-30 19:00:00;20258.4375;242648.875;0.3125;;78474.25;385715.5625;12.9;86.0;;;0.0;28.0;;6.4;Northwest;11.3;;0.0;0.0;0.0;0.0;High Production
1262;2024-11-12 06:00:00;53990.25;829499.375;0.0;7857.875;46382.82549999995;;12.0;;;;0.0;18.0;South;;South;28.4;0.0;;0.0;0.0;0.0;Medium-High Production
1263;2024-11-22 14:00:00;78159.5;96940.25;nan;;53178.753500000006;271208.191;16.5;59.0;;;0.0;100.0;;6.6;West;8.9;347.0;421.0;74.0;;614.0;Medium-Low Production
1264;2024-03-08 06:00:00;nan;1000224.3125;0.0;49324.625;88993.9375;1163814.6875;9.4;88.0;0.9;0.9;0.0;100.0;Southwest;24.6;Southwest;40.4;0.0;0.0;0.0;0.0;0.0;Medium Production
1265;2024-12-03 09:00:00;75330.625;130838.8125;12590.0;25085.1875;54040.612;297885.237;8.7;97.0;;;0.0;100.0;West;3.4;West;3.6;0.0;36.0;36.0;;157.9;Medium-Low Production
1266;2024-02-07 18:00:00;38184.375;;14.375;41872.4375;91374.43824999998;812481.25075;14.2;87.0;;;0.0;100.0;;16.9;West;;0.0;15.0;15.0;0.0;98.6;Medium-High Production
1267;2024-11-16 08:00:00;58567.5625;;4659.4375;14212.0625;52363.73024999999;944016.60525;14.6;73.0;;;;79.0;Northeast;13.4;Northeast;27.3;1.0;8.0;7.0;;;Medium-High Production
1268;2024-06-08 14:00:00;41359.625;170781.875;nan;;120423.9375;371551.375;18.8;84.0;;1.9;0.0;;Southeast;14.0;Southeast;;15.0;;264.0;16.2;1227.4;High Production
1269;2024-05-23 12:00:00;63261.0625;107158.9375;37666.875;30300.875;126708.622846;365096.372846;18.9;58.0;;;0.0;7.0;North;5.2;North;6.6;828.0;944.0;116.0;911.2;1212.5;High Production
1270;2024-09-25 16:00:00;81503.3125;969017.4375;5717.3125;2076.5625;51752.09099999996;1110066.716;19.2;99.0;5.7;5.7;0.0;100.0;West;18.5;West;43.1;0.0;42.0;42.0;0.0;683.4;Medium Production
1271;2024-07-25 01:00:00;45382.375;283766.625;0.0;2715.0;72483.23950000001;;21.4;94.0;;;;0.0;North;3.7;Northeast;8.1;0.0;;0.0;0.0;;High Production
1272;2024-07-04 10:00:00;59955.5625;100234.6875;32760.4375;9720.375;100851.032;303522.0945;;47.0;;;0.0;0.0;South;7.2;Southeast;;604.0;699.0;95.0;;960.2;Medium-Low Production
1273;2024-03-01 06:00:00;21779.8125;578461.725;0.0;48593.6875;87811.25;736646.475;7.4;87.0;0.1;0.1;0.0;95.0;East;6.1;East;11.7;0.0;0.0;0.0;;0.0;Low Production
1274;2024-05-22 23:00:00;48473.8125;370649.875;0.1875;19988.625;86707.15050000002;525819.6505;9.8;92.0;;;0.0;0.0;Northwest;6.4;North;18.5;0.0;;0.0;0.0;0.0;High Production
1275;2024-04-30 16:00:00;64050.9375;910514.875;14935.25;32801.0625;110802.5;1133104.625;12.4;74.0;0.1;0.1;0.0;57.0;Southeast;17.7;;24.7;37.0;228.0;191.0;54.1;922.2;Medium Production
1276;2024-07-18 07:00:00;62690.75;17392.8125;7725.8125;4251.625;88447.42850000001;;15.1;97.0;;;0.0;100.0;Northwest;3.2;Northwest;3.1;7.0;82.0;75.0;33.9;273.3;Medium-Low Production
1277;2024-01-16 20:00:00;21447.1875;1133663.375;0.375;47486.5;87913.6875;1290511.125;14.8;;;;0.0;100.0;Northwest;30.8;Northwest;50.3;0.0;0.0;0.0;0.0;0.0;Medium Production
1278;2024-03-30 06:00:00;22278.625;359778.0;12.0625;54823.1875;84164.1875;521056.0625;7.2;92.0;;;0.0;100.0;East;13.1;East;24.3;0.0;0.0;nan;0.0;;High Production
1279;2024-03-03 04:00:00;20271.0;653210.95;0.0;48111.1875;81466.5;803059.6375;5.1;90.0;0.8;0.8;;;Northeast;6.6;East;;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1280;2024-11-23 10:00:00;69375.5625;891651.6875;23360.4375;19333.625;55203.335500000016;1058924.648;16.0;69.0;;;0.0;100.0;Northwest;12.2;Northwest;23.3;63.0;172.0;109.0;222.5;397.2;Medium Production
1281;2024-04-30 17:00:00;nan;852392.375;nan;34072.8125;104001.5;1062401.5;12.6;69.0;0.1;0.1;0.0;33.0;Southeast;17.8;Southeast;24.9;192.0;316.0;124.0;358.7;721.6;Medium Production
1282;2024-02-28 09:00:00;42537.5625;470410.25;nan;;;689662.15075;7.1;82.0;;;0.0;8.0;Northeast;3.6;Northeast;3.3;119.0;178.0;59.0;518.4;320.2;Low Production
1283;2024-10-31 22:00:00;67003.9375;600985.5;0.0;22446.9375;38301.617750000005;;13.9;88.0;;;0.0;100.0;Northwest;7.0;North;16.8;0.0;0.0;0.0;0.0;0.0;Low Production
1284;2024-02-30 11:00:00;49273.8125;;34854.75;5861.75;114065.348;324580.7855;25.5;59.0;;;;45.0;South;8.2;South;10.1;590.0;732.0;142.0;756.5;1039.0;Medium-Low Production
1285;2024-02-27 12:00:00;41063.375;630448.25;36661.0;49936.625;111831.65274999998;;11.8;50.0;;;0.0;100.0;;19.1;South;25.9;209.0;453.0;nan;348.0;838.0;Medium-High Production
1286;2024-08-20 07:00:00;46926.5625;514258.125;6163.6875;1812.6875;;658601.171;17.5;87.0;;;0.0;54.0;Northwest;4.1;;9.0;38.0;70.0;32.0;265.2;158.0;Low Production
1287;2024-12-15 04:00:00;71186.375;398290.0625;0.0;8420.3125;47587.497;525484.247;2.7;86.0;;;0.0;0.0;;7.2;North;15.8;0.0;0.0;0.0;0.0;0.0;High Production
1288;2024-07-09 00:00:00;43481.8125;390693.8125;0.0;3156.625;71019.4535;;17.1;91.0;;0.6;0.0;100.0;Northwest;4.7;Northwest;11.8;0.0;0.0;0.0;0.0;0.0;High Production
1289;2024-01-26 10:00:00;21182.5625;165224.125;21804.25;48294.8125;92137.0625;348642.8125;11.1;82.0;;;;100.0;South;9.0;South;20.1;54.0;164.0;110.0;215.7;353.3;Medium-Low Production
1290;2024-02-21 08:00:00;36286.0;161135.8125;8101.1875;;;344100.41275;8.1;87.0;;;0.0;100.0;South;3.6;;8.1;4.0;15.0;11.0;44.7;64.8;Medium-Low Production
1291;2024-04-27 12:00:00;47248.0625;715385.9375;28601.625;29566.9375;128299.4375;949102.0;;68.0;;;0.0;92.0;East;17.1;East;22.8;216.0;515.0;299.0;251.3;1160.9;Medium-High Production
1292;2024-11-05 23:00:00;nan;;0.0;15804.625;;323003.7675;16.5;95.0;;;0.0;53.0;Northwest;4.8;Northwest;11.8;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1293;2024-04-07 04:00:00;19568.1875;157897.75;0.0;52272.75;81361.5625;311100.25;11.3;95.0;0.5;0.5;0.0;94.0;Northeast;2.6;East;7.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1294;2024-12-21 22:00:00;69862.75;342987.0625;0.0;12033.25;47821.026750000005;472704.08925;6.4;95.0;;;0.0;0.0;Northwest;3.8;Northwest;9.7;0.0;0.0;0.0;0.0;0.0;High Production
1295;2024-02-09 09:00:00;nan;687374.625;2589.9375;46876.4375;90899.35874999998;;11.7;96.0;3.2;3.2;0.0;100.0;Southeast;13.6;;22.3;0.0;10.0;10.0;0.0;199.7;Medium-High Production
1296;2024-06-26 20:00:00;53216.3125;149592.625;16.625;16749.75;84960.0625;304535.375;19.2;83.0;;;0.0;45.0;;4.9;;7.6;18.0;46.0;28.0;136.1;138.0;Medium-Low Production
1297;2024-05-04 07:00:00;41556.8125;629487.4375;7948.25;24663.3125;;800436.9697755;13.4;91.0;;0.1;0.0;100.0;Northwest;;Northwest;37.1;0.0;;22.0;0.0;245.8;Medium-High Production
1298;2024-07-30 01:00:00;nan;529702.25;0.0;2848.0;78689.30650000004;654557.9315000001;24.3;61.0;0.2;;0.0;;Southwest;14.4;West;30.5;0.0;0.0;0.0;0.0;0.0;Low Production
1299;2024-12-13 21:00:00;76237.0;159624.8125;0.0;19074.5625;48281.75424999998;303218.12925;5.4;89.0;;;0.0;100.0;West;4.6;West;9.2;0.0;0.0;nan;0.0;0.0;Medium-Low Production
1300;2024-12-31 00:00:00;68984.375;42355.0625;0.0;7305.375;45306.00000000001;163950.8125;2.8;89.0;;;0.0;0.0;;8.6;;18.1;;0.0;0.0;0.0;0.0;Medium-Low Production
1301;2024-05-30 06:00:00;nan;313910.0;1939.25;11002.5625;109255.8828245;478609.0703245;16.4;86.0;;;0.0;24.0;;8.4;Southeast;15.5;15.0;33.0;18.0;133.7;90.3;High Production
1302;2024-11-13 06:00:00;54200.9375;863393.9375;0.0;11040.9375;47151.126499999984;975786.939;;85.0;;;0.0;0.0;South;8.3;Southwest;17.5;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1303;2024-07-08 03:00:00;38449.9375;173610.1875;0.0;5157.75;74724.66050000001;291942.5355;12.6;87.0;;;0.0;16.0;West;4.6;West;5.5;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1304;2024-11-11 18:00:00;60979.0;602289.4375;0.0;17424.8125;46813.558500000014;727506.8085;15.3;78.0;;;;0.0;South;6.9;South;;0.0;2.0;2.0;0.0;15.4;Low Production
1305;2024-02-08 12:00:00;39782.0;1124236.3125;3287.75;41237.6875;98764.72699999996;1307308.477;12.4;88.0;3.5;3.5;0.0;100.0;Northwest;36.9;;59.3;0.0;50.0;50.0;0.0;713.6;Low Production
1306;2024-03-30 13:00:00;25297.0;486029.5;25797.375;54647.4375;116090.625;707861.9375;8.5;88.0;1.9;1.9;;100.0;Southeast;19.3;Southeast;26.9;0.0;130.0;130.0;0.0;1086.0;Low Production
1307;2024-03-21 13:00:00;40172.4375;345326.125;nan;53114.1875;101762.8125;559776.75;23.9;46.0;;;0.0;57.0;;;West;18.8;547.0;725.0;178.0;;1037.2;Low Production
1308;2024-03-14 01:00:00;26238.4375;;0.0;53067.75;82479.24999999997;572923.7375;8.4;94.0;;;0.0;14.0;;6.6;Northwest;15.6;0.0;0.0;0.0;;0.0;High Production
1309;2024-03-03 07:00:00;nan;614350.625;682.375;47483.8125;84130.625;766705.4375;4.9;93.0;;;0.0;78.0;Northeast;2.4;East;2.4;;0.0;0.0;0.0;0.0;Medium-High Production
1310;2024-02-03 12:00:00;26360.25;182178.5625;32909.1875;41573.3125;117376.184;400397.4965;17.1;;;;0.0;0.0;Northeast;;Northeast;13.1;401.0;477.0;76.0;825.4;684.2;Alto
1311;2024-09-10 07:00:00;94717.75;239208.6875;5595.25;1598.3125;50862.99900000001;;;97.0;;;0.0;;Northwest;4.1;North;5.4;10.0;28.0;18.0;;91.5;High Production
1312;2024-12-17 21:00:00;79113.75;674165.0;0.1875;20102.25;;812836.83275;12.6;80.0;;;0.0;;Northwest;;Northwest;24.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1313;2024-10-21 06:00:00;64565.125;123091.9375;0.0;18182.1875;43069.48125;248908.73125;14.4;;;;0.0;100.0;Northwest;7.9;Northwest;11.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1314;2024-07-23 17:00:00;nan;115166.3125;17716.1875;4832.6875;85496.512;282810.9495;35.5;33.0;;;;0.0;North;9.2;North;11.5;468.0;554.0;86.0;776.1;;Medium-Low Production
1315;2024-02-18 15:00:00;19153.875;17830.9375;27171.1875;46371.1875;107394.31125;217921.49875;19.3;68.0;;;0.0;93.0;South;8.1;South;10.0;399.0;501.0;102.0;759.1;736.4;Medium-Low Production
1316;2024-05-22 18:00:00;61667.5625;408858.25;5471.25;29121.0;92224.2935485;597342.3560484999;;60.0;;;0.0;;North;16.7;North;23.1;274.0;360.0;86.0;659.7;554.4;Low Production
1317;2024-02-03 15:00:00;23786.375;55540.0625;25748.9375;41610.5;;254276.022;;48.0;;;0.0;0.0;Northeast;3.9;Northeast;5.0;366.0;440.0;74.0;802.0;642.7;Medium-Low Production
1318;2024-12-23 06:00:00;61625.5625;885200.25;0.0;7999.125;45503.75875000001;1000328.69625;6.3;88.0;;;0.0;55.0;Northwest;5.4;Northwest;16.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1319;2024-06-03 17:00:00;57737.4375;123788.125;14583.5625;23697.125;106348.3125;326154.5625;;44.0;;;0.0;3.0;Northwest;14.1;Northwest;18.8;464.0;560.0;96.0;769.4;801.7;Medium-Low Production
1320;2024-05-20 04:00:00;44362.0625;278862.5625;0.0;22812.125;96330.9865;442367.7365;8.9;100.0;;;0.0;100.0;Northwest;4.0;Northwest;5.0;0.0;0.0;0.0;0.0;0.0;High Production
1321;2024-02-21 11:00:00;nan;146273.75;28710.875;;107913.021;369165.7085;14.9;77.0;;;0.0;;;;South;;162.0;357.0;195.0;335.1;;High Production
1322;2024-02-07 20:00:00;nan;775367.625;0.5625;40396.875;;942874.00925;13.6;91.0;0.1;0.1;;100.0;West;20.9;West;36.2;0.0;;0.0;0.0;;Medium-High Production
1323;2024-03-04 17:00:00;39679.0625;;8149.125;47995.125;91642.75;1018139.8;;77.0;0.1;0.1;;85.0;Southeast;17.0;Southeast;24.8;58.0;148.0;90.0;169.0;477.5;Medium-High Production
1324;2024-06-21 01:00:00;47670.125;231491.3125;0.25;6978.6875;87115.3125;;;87.0;;;0.0;0.0;Northwest;2.3;Northwest;5.8;0.0;;0.0;0.0;0.0;High Production
1325;2024-08-16 06:00:00;44030.9375;241506.3125;485.5625;1847.125;85583.83425;373453.77175;16.1;74.0;;;0.0;0.0;Northwest;5.4;North;11.0;0.0;1.0;1.0;0.0;13.8;High Production
1326;2024-04-19 21:00:00;57362.9375;57757.0625;0.3125;41940.25;80201.4375;237262.0;13.6;80.0;;;0.0;100.0;Northwest;6.4;Northwest;6.2;0.0;0.0;0.0;0.0;;Medium-Low Production
1327;2024-08-05 15:00:00;53575.4375;422379.875;30255.625;3753.5625;110698.60275;620663.10275;29.7;46.0;;;0.0;0.0;Southwest;15.3;;19.5;;810.0;nan;855.0;1096.1;Low Production
1328;2024-08-31 20:00:00;43060.375;322722.8125;0.0;4555.25;78962.50150000001;449300.939;18.6;89.0;;;0.0;99.0;Northwest;7.9;Northwest;11.8;0.0;;0.0;0.0;0.0;High Production
1329;2024-03-15 07:00:00;37726.6875;108119.75;1016.375;52608.0625;84361.125;283832.0;12.4;98.0;;;;100.0;Southwest;4.2;West;6.9;0.0;1.0;1.0;0.0;13.9;Medium-Low Production
1330;2024-04-22 17:00:00;58704.375;185159.625;13042.8125;32026.4375;97027.25;385960.5;22.1;38.0;;;0.0;10.0;Northeast;10.2;Northeast;14.5;391.0;;87.0;760.8;695.8;High Production
1331;2024-05-23 17:00:00;62186.4375;208467.6875;15603.5625;27286.125;;417234.4698725;21.0;48.0;;;0.0;12.0;North;11.5;North;15.1;455.0;551.0;96.0;777.0;781.3;High Production
1332;2024-03-05 20:00:00;41187.0625;97809.95;0.25;51931.625;;272144.8875;9.1;83.0;;;0.0;14.0;West;2.3;West;5.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1333;2024-08-12 02:00:00;39318.5;;0.0;2444.5625;77504.18500000001;276142.31;18.0;96.0;;;0.0;100.0;East;1.6;East;1.8;0.0;0.0;0.0;0.0;;Medium-Low Production
1334;2024-09-15 14:00:00;75163.3125;;37121.25;2290.1875;74621.86425;260032.11425;30.4;15.0;;;0.0;0.0;Southwest;;Southwest;13.4;676.0;;95.0;900.6;1015.7;Medium-Low Production
1335;2024-11-15 15:00:00;nan;694335.5625;2662.8125;23013.1875;49940.05875;839022.80875;;71.0;;0.1;0.0;100.0;Northwest;10.3;;18.8;0.0;85.0;85.0;0.0;533.5;Medium-High Production
1336;2024-01-06 03:00:00;8826.8125;331220.875;0.1875;39392.75;;459404.1875;1.8;96.0;;;0.0;0.0;West;5.1;West;6.4;0.0;0.0;0.0;0.0;0.0;High Production
1337;2024-01-24 13:00:00;23831.625;218560.75;31838.3125;49951.5;104559.4375;428741.625;18.7;72.0;;;0.0;0.0;Southwest;8.4;Southwest;12.0;407.0;480.0;nan;839.2;684.7;High Production
1338;2024-04-02 23:00:00;30479.4375;560996.0;0.125;54802.5;80452.4375;726730.5;11.9;96.0;;;0.0;80.0;South;12.2;South;;0.0;0.0;nan;0.0;;Low Production
1339;2024-10-12 07:00:00;51027.0625;454156.0;371.8125;24900.5;47190.99075;577646.36575;14.9;94.0;10.2;10.2;0.0;100.0;Northwest;7.7;Northeast;15.8;0.0;1.0;1.0;0.0;18.0;High Production
1340;2024-08-19 09:00:00;44129.9375;141344.6875;25143.625;4584.125;104169.93125;319372.30625;24.5;64.0;;;0.0;0.0;Northwest;2.8;Northwest;3.1;;424.0;87.0;690.1;652.2;Medium-Low Production
1341;2024-02-18 16:00:00;19088.25;33288.5;19801.75;46336.25;99688.0955;218202.8455;18.8;72.0;;;0.0;65.0;Southeast;8.3;Southeast;;269.0;373.0;104.0;638.1;;Medium-Low Production
1342;2024-05-30 19:00:00;42190.8125;;816.8125;24374.9375;102879.02635825;491731.21385825;25.0;70.0;;;0.0;90.0;West;14.8;West;26.3;90.0;167.0;77.0;357.5;335.0;High Production
1343;2024-05-30 12:00:00;42090.9375;80096.0625;37254.75;21324.125;143198.21743799996;323964.092438;27.9;58.0;;;0.0;37.0;South;;South;12.2;;897.0;119.0;850.0;1218.2;Medium-Low Production
1344;2024-05-29 00:00:00;nan;295883.5625;0.0;14070.125;101475.66575;454203.60325;15.6;87.0;;;;75.0;North;2.7;Northeast;6.8;0.0;0.0;0.0;0.0;0.0;High Production
1345;2024-08-20 06:00:00;46368.0625;557639.625;430.875;1943.0;85651.07149999996;;15.4;;;;0.0;;;4.7;Northwest;8.3;0.0;1.0;1.0;0.0;5.6;Low Production
1346;2024-11-12 13:00:00;62749.5625;492698.6875;31258.75;19385.125;;676525.7245;18.6;51.0;;;;;Southwest;7.1;Southwest;9.5;426.0;503.0;77.0;842.0;706.6;Low Production
